日期,开盘价,收盘价,最高价,最低价,成交额,成交量,涨跌幅,涨跌额,涨跌率
20160921,3.55,2.73,3.97,2.52,926798400,92679840,0.00%,-0.15,-5.21%
20160922,5,7.02,7.9,4.2,918852100,91885210,0.00%,4.29,157.14%
20160923,2.7,3.66,6,2.14,960651800,96065180,0.00%,-3.36,-47.86%
20160926,3.1,2.62,5,2.5,973713200,97371320,0.00%,-1.04,-28.42%
20160927,3.1,2.94,6.85,2.64,931956800,93195680,0.00%,0.32,12.21%
20160928,5.5,2.62,6.8,2.6,869044200,86904420,0.00%,-0.32,-10.88%
20160929,20,35.41,45,10.33,844052100,84405210,0.00%,32.79,1251.53%
20160930,4.1,3.2,14,2.8,939119700,93911970,0.00%,-32.21,-90.96%
20161010,3,3.54,3.88,2.72,1003750300,1000000000,0.00%,0.34,10.62%
20161011,3.15,0.92,3.48,0.88,937469000,93746900,0.00%,-2.62,-74.01%
20161012,3,0.53,3.08,0.2,905056600,90505660,0.00%,-0.39,-42.39%
20161013,3.61,3.02,4.22,2.6,890704700,89070470,0.00%,2.49,469.81%
20161014,2.9,1.84,3,1.75,941890400,94189040,0.00%,-1.18,-39.07%
20161017,2.8,2.18,3,2,919489500,91948950,0.00%,0.34,18.48%
20161018,2.81,2.6,3.11,2.25,885860300,88586030,0.00%,0.42,19.27%
20161019,2.88,2.42,3.12,2.3,885892000,88589200,0.00%,-0.18,-6.92%
20161020,4.1,6.74,7,4.1,899798000,89979800,0.00%,4.32,178.51%
20161021,3.02,3.23,6.42,2.99,980039700,98003970,0.00%,-3.51,-52.08%
20161024,3.6,3.34,4.5,3,950847500,95084750,0.00%,0.11,3.41%
20161025,3.9,4.22,4.7,3.78,917675800,91767580,0.00%,0.88,26.35%
20161026,4.65,2.87,5.88,2.6,871440500,87144050,0.00%,-1.35,-31.99%
20161027,9.02,7.89,18,6.2,931769600,93176960,0.00%,5.02,174.91%
20161028,5.51,8.48,9.3,3.29,961678900,96167890,0.00%,0.59,7.48%
20161031,3.81,2.41,5.3,2.4,922406300,92240630,0.00%,-6.07,-71.58%
20161101,3.52,2.14,4.08,2,895173100,89517310,0.00%,-0.27,-11.20%
20161102,3.15,1.01,3.3,0.8,845432300,84543230,0.00%,-1.13,-52.80%
20161103,3.5,1.8,4.05,1.61,850762900,85076290,0.00%,0.79,78.22%
20161104,2.46,1.5,2.68,1.4,914163900,91416390,0.00%,-0.3,-16.67%
20161107,2.45,1.68,2.6,0.95,881367200,88136720,0.00%,0.18,12.00%
20161108,2.5,1.33,2.53,1.12,861422500,86142250,0.00%,-0.35,-20.83%
20161109,2.21,1.52,2.34,1.5,861694900,86169490,0.00%,0.19,14.29%
20161110,3.6,1.94,5.25,1.8,868454000,86845400,0.00%,0.42,27.63%
20161111,2.35,3.6,3.8,2.1,880586100,88058610,0.00%,1.66,85.57%
20161114,2.55,2.54,3.36,2.4,863133900,86313390,0.00%,-1.06,-29.44%
20161115,3,2.5,3.25,2.42,830028600,83002860,0.00%,-0.04,-1.57%
20161116,3.08,2.53,3.4,2.5,822798600,82279860,0.00%,0.03,1.20%
20161117,4.2,4.71,6.36,3.8,860657800,86065780,0.00%,2.18,86.17%
20161118,3.03,3.66,4.05,2.7,888919600,88891960,0.00%,-1.05,-22.29%
20161121,3.45,2.62,3.45,2.6,866584700,86658470,0.00%,-1.04,-28.42%
20161122,3,2.5,3.15,2.3,853559700,85355970,0.00%,-0.12,-4.58%
20161123,3.1,2.6,3.12,2.6,850292400,85029240,0.00%,0.1,4.00%
20161124,5,7.08,7.8,5,857602400,85760240,0.00%,4.48,172.31%
20161125,3.15,5.6,6,2.87,904296200,90429620,0.00%,-1.48,-20.90%
20161128,3.15,3,4.6,3,898882000,89888200,0.00%,-2.6,-46.43%
20161129,4,2.58,6,2.5,896015300,89601530,0.00%,-0.42,-14.00%
20161130,5.5,1.88,9.9,1,874793600,87479360,0.00%,-0.7,-27.13%
20161201,6.7,10.3,12,5.1,858140200,85814020,0.00%,8.42,447.87%
20161202,4.08,2.94,4.36,2.8,930204200,93020420,0.00%,-7.36,-71.46%
20161205,3.08,2.7,3.14,2.7,863775600,86377560,0.00%,-0.24,-8.16%
20161206,3,2.2,3.1,1.88,859260200,85926020,0.00%,-0.5,-18.52%
20161207,2.99,1.32,3.01,1.3,872125100,87212510,0.00%,-0.88,-40.00%
20161208,5,0.47,5.91,0.4,901527300,90152730,0.00%,-0.85,-64.39%
20161209,3,2.92,3.75,2.39,901936500,90193650,0.00%,2.45,521.28%
20161212,2.81,2.64,3.2,2.45,880426200,88042620,0.00%,-0.28,-9.59%
20161213,2.78,2.5,3.42,2.45,893494700,89349470,0.00%,-0.14,-5.30%
20161214,3.01,2.38,3.7,1.5,889850300,88985030,0.00%,-0.12,-4.80%
20161215,7.5,2.69,16,1.51,912294100,91229410,0.00%,0.31,13.03%
20161216,4,13.24,14,4,957217500,95721750,0.00%,10.55,392.19%
20161219,5.3,2.54,9.5,2.31,956337000,95633700,0.00%,-10.7,-80.82%
20161220,6,1.73,7.89,1.55,924769100,92476910,0.00%,-0.81,-31.89%
20161221,4.1,2.88,5.5,2.7,913825700,91382570,0.00%,1.15,66.47%
20161222,6.85,6.26,8.86,5.35,922832400,92283240,0.00%,3.38,117.36%
20161223,4,5.92,7.92,3.3,981164400,98116440,0.00%,-0.34,-5.43%
20161226,4.36,2.14,6.5,2,968925500,96892550,0.00%,-3.78,-63.85%
20161227,4.1,18.55,33,4.1,871141000,87114100,0.00%,16.41,766.82%
20161228,8.5,2.61,22,2.5,759923500,75992350,0.00%,-15.94,-85.93%
20161229,23.5,0.55,27,0.3,754697600,75469760,0.00%,-2.06,-78.93%
20161230,3.36,0.52,4.91,0.52,801842000,80184200,0.00%,-0.03,-5.45%
20170103,3,3.52,5.36,2.93,830229500,83022950,0.00%,3,576.92%
20170104,3.4,3.5,5.12,3,776188200,77618820,0.00%,-0.02,-0.57%
20170105,6,1.98,7.14,1.58,806664200,80666420,0.00%,-1.52,-43.43%
20170106,3.45,0.74,3.55,0.5,883947000,88394700,0.00%,-1.24,-62.63%
20170109,2.8,1.38,2.92,1.3,813503500,81350350,0.00%,0.64,86.49%
20170110,2.82,2,2.88,1.66,804561600,80456160,0.00%,0.62,44.93%
20170111,2.62,2.28,2.8,2,793474700,79347470,0.00%,0.28,14.00%
20170112,4.1,4.32,4.9,3.6,817376500,81737650,0.00%,2.04,89.47%
20170113,2.5,2.6,3.96,2.46,883169500,88316950,0.00%,-1.72,-39.81%
20170116,2.48,2.58,5,2.48,845900800,84590080,0.00%,-0.02,-0.77%
20170117,4.3,3.49,5.8,3,819039600,81903960,0.00%,0.91,35.27%
20170118,5,7.95,8.3,5,836587700,83658770,0.00%,4.46,127.79%
20170119,11,13.42,16.5,10,877266600,87726660,0.00%,5.47,68.81%
20170120,4,6.2,8.8,3.89,913449800,91344980,0.00%,-7.22,-53.80%
20170123,3.56,2,6.48,1.9,789182300,78918230,0.00%,-4.2,-67.74%
20170124,4.7,3.15,6.1,2.88,695371700,69537170,0.00%,1.15,57.50%
20170125,15.1,12.12,27,7.8,625493200,62549320,0.00%,8.97,284.76%
20170126,5.95,10.02,19.5,5.9,673696700,67369670,0.00%,-2.1,-17.33%
20170203,5,9.03,14,4.89,899488900,89948890,0.00%,-0.99,-9.88%
20170206,5,0.7,6.33,0.5,837395400,83739540,0.00%,-8.33,-92.25%
20170207,3.8,1.86,4.5,1.86,787814000,78781400,0.00%,1.16,165.71%
20170208,3,2,3.08,1.97,754539200,75453920,0.00%,0.14,7.53%
20170209,3.5,1.57,4.05,1.15,749089200,74908920,0.00%,-0.43,-21.50%
20170210,2.5,2.84,3.5,2.26,821493900,82149390,0.00%,1.27,80.89%
20170213,2.8,2.34,3.25,2.25,786804900,78680490,0.00%,-0.5,-17.61%
20170214,3.26,1.61,3.95,0.87,728453700,72845370,0.00%,-0.73,-31.20%
20170215,3.1,1.59,3.76,1.2,707729400,70772940,0.00%,-0.02,-1.24%
20170216,5.2,3.68,6.8,2.71,712889300,71288930,0.00%,2.09,131.45%
20170217,3.25,7.02,7.5,3.25,821683800,82168380,0.00%,3.34,90.76%
20170220,4.1,2.76,6.41,2.4,784562400,78456240,0.00%,-4.26,-60.68%
20170221,5,3.14,6.37,2.85,795518700,79551870,0.00%,0.38,13.77%
20170222,4.5,3.56,5.45,3.55,759306900,75930690,0.00%,0.42,13.38%
20170223,6,6.92,7.6,5.6,788180600,78818060,0.00%,3.36,94.38%
20170224,3.95,3.66,6.39,3.52,843667400,84366740,0.00%,-3.26,-47.11%
20170227,4.1,2.28,5.12,2,830094100,83009410,0.00%,-1.38,-37.70%
20170228,4.8,2.54,5.06,2,788098300,78809830,0.00%,0.26,11.40%
20170301,4,2.03,4.31,1.4,785859600,78585960,0.00%,-0.51,-20.08%
20170302,4.49,2.82,5,2.28,778007300,77800730,0.00%,0.79,38.92%
20170303,2.8,1.88,3.4,1.8,829013800,82901380,0.00%,-0.94,-33.33%
20170306,3.1,2.52,3.35,2.4,762160900,76216090,0.00%,0.64,34.04%
20170307,2.8,2.51,3,2.5,733426500,73342650,0.00%,-0.01,-0.40%
20170308,2.85,2.06,3,1.8,729497500,72949750,0.00%,-0.45,-17.93%
20170309,3.12,2.82,4.5,2.5,721580200,72158020,0.00%,0.76,36.89%
20170310,3,1.94,3.19,1.8,775373100,77537310,0.00%,-0.88,-31.21%
20170313,2.87,2.5,3,2.3,733555200,73355520,0.00%,0.56,28.87%
20170314,3,2.06,3.1,2,706661800,70666180,0.00%,-0.44,-17.60%
20170315,3.1,2.34,3.1,2.2,698283800,69828380,0.00%,0.28,13.59%
20170316,4.35,16.37,18.1,4.35,763402900,76340290,0.00%,14.03,599.57%
20170317,7,3.78,12.8,3.5,797163200,79716320,0.00%,-12.59,-76.91%
20170320,4.02,5.16,7.2,4.02,799970500,79997050,0.00%,1.38,36.51%
20170321,6.4,3.96,7.4,2,822053800,82205380,0.00%,-1.2,-23.26%
20170322,4,3.46,4.96,2.5,797606400,79760640,0.00%,-0.5,-12.63%
20170323,7,3.42,7.75,0.52,819812400,81981240,0.00%,-0.04,-1.16%
20170324,4,5.75,7.6,3.91,862370400,86237040,0.00%,2.33,68.13%
20170327,4.6,3.6,6.15,3.5,833856900,83385690,0.00%,-2.15,-37.39%
20170328,4.9,6.97,8.5,4.9,789332100,78933210,0.00%,3.37,93.61%
20170329,6.1,10.34,13,6.1,738554900,73855490,0.00%,3.37,48.35%
20170330,21.5,14.96,32,10.21,759613400,75961340,0.00%,4.62,44.68%
20170331,9.76,9.8,17.45,8,844814000,84481400,0.00%,-5.16,-34.49%
20170405,4.4,3.92,6.66,3.1,957785400,95778540,0.00%,-5.88,-60.00%
20170406,8.2,1.52,12,1.5,947442500,94744250,0.00%,-2.4,-61.22%
20170407,4,2.12,4.2,2,1005806300,100580630,0.00%,0.6,39.47%
20170410,3,2.2,3.3,2.2,890085700,89008570,0.00%,0.08,3.77%
20170411,2.99,0.9,3,0.09,833977700,83397770,0.00%,-1.3,-59.09%
20170412,2.6,2,2.82,1.85,809394600,80939460,0.00%,1.1,122.22%
20170413,3.3,1.64,4.2,1.5,793192100,79319210,0.00%,-0.36,-18.00%
20170414,2.62,2.54,2.99,2.28,838341900,83834190,0.00%,0.9,54.88%
20170417,2.8,1.22,3.53,0.67,768843800,76884380,0.00%,-1.32,-51.97%
20170418,2.8,0.98,3.04,0.9,737900700,73790070,0.00%,-0.24,-19.67%
20170419,2.55,2.69,3.1,1.8,725681900,72568190,0.00%,1.71,174.49%
20170420,4.5,2.74,5.85,1.95,755562900,75556290,0.00%,0.05,1.86%
20170421,2.71,5.42,6,2.71,861124900,86112490,0.00%,2.68,97.81%
20170424,3.8,2.56,5,2,832959400,83295940,0.00%,-2.86,-52.77%
20170425,4,3.86,4.9,3.53,794715700,79471570,0.00%,1.3,50.78%
20170426,4,3.71,5,3.7,790740900,79074090,0.00%,-0.15,-3.89%
20170427,9.8,3.97,18.01,3.89,830571700,83057170,0.00%,0.26,7.01%
20170428,6.52,4.26,7.75,4,910926600,91092660,0.00%,0.29,7.30%
20170502,3,4.3,5.56,3,936921600,93692160,0.00%,0.04,0.94%
20170503,4.1,1.62,4.8,1.2,890676700,89067670,0.00%,-2.68,-62.33%
20170504,7.2,1.9,8.65,1.53,873408000,87340800,0.00%,0.28,17.28%
20170505,3.6,3.31,4.23,2.8,971720700,97172070,0.00%,1.41,74.21%
20170508,3.31,2.16,3.35,1.8,896400800,89640080,0.00%,-1.15,-34.74%
20170509,2.95,1.98,3.26,1.8,892931500,89293150,0.00%,-0.18,-8.33%
20170510,2.8,2.09,3.1,1.62,902582600,90258260,0.00%,0.11,5.56%
20170511,4,2.86,5.22,2.52,920371200,92037120,0.00%,0.77,36.84%
20170512,3.1,3.23,3.5,2.8,985764100,98576410,0.00%,0.37,12.94%
20170515,3,3.86,4,2.89,924037200,92403720,0.00%,0.63,19.50%
20170516,3.1,3,4,2.5,904289200,90428920,0.00%,-0.86,-22.28%
20170517,3.51,2.34,4.33,2.01,904139200,90413920,0.00%,-0.66,-22.00%
20170518,7.5,2.59,9.4,2.4,904384200,90438420,0.00%,0.25,10.68%
20170519,3.5,5.7,7,3,970695500,97069550,0.00%,3.11,120.08%
20170522,3,3.53,4.18,2.5,970035800,97003580,0.00%,-2.17,-38.07%
20170523,3.53,3.2,3.85,1,950382300,95038230,0.00%,-0.33,-9.35%
20170524,3.6,2.78,3.76,2.1,931576900,93157690,0.00%,-0.42,-13.13%
20170525,3.1,2.96,3.7,1.8,924171600,92417160,0.00%,0.18,6.47%
20170526,3.7,3.18,4,2.8,885388600,88538860,0.00%,0.22,7.43%
20170531,3.1,6.44,19.5,3.1,1028487900,102848790,0.00%,3.26,102.52%
20170601,4.52,5.31,7.7,2.5,971671500,97167150,0.00%,-1.13,-17.55%
20170602,4.52,4.12,5.5,2.52,901384600,90138460,0.00%,-1.19,-22.41%
20170605,4.12,3.54,4.5,1.8,988210700,98821070,0.00%,-0.58,-14.08%
20170606,4.03,3.16,4.1,2.96,933468700,93346870,0.00%,-0.38,-10.73%
20170607,3.5,2.72,3.6,0.5,954032400,95403240,0.00%,-0.44,-13.92%
20170608,3.06,2.82,3.42,2.52,954048800,95404880,0.00%,0.1,3.68%
20170609,3.5,2.9,3.6,2.68,909391500,90939150,0.00%,0.08,2.84%
20170612,3.1,3.16,3.8,2.85,973246700,97324670,0.00%,0.26,8.97%
20170613,3.2,3.46,4.15,2.98,986957400,98695740,0.00%,0.3,9.49%
20170614,3.5,3.72,4,3.01,1008035200,100803520,0.00%,0.26,7.51%
20170615,3.72,3.84,4.36,2.5,989948400,98994840,0.00%,0.12,3.23%
20170616,3.8,3.8,4.5,3.5,954054600,95405460,0.00%,-0.04,-1.04%
20170619,3.9,4,4.35,3.8,1029176000,102917600,0.00%,0.2,5.26%
20170620,4,4.45,5.54,3.96,1018906000,101890600,0.00%,0.45,11.25%
20170621,4.2,4.78,5.3,1.9,979973900,97997390,0.00%,0.33,7.42%
20170622,4.56,4.1,4.95,0.78,941386900,94138690,0.00%,-0.68,-14.23%
20170623,4.35,3.64,4.5,2.2,892928700,89292870,0.00%,-0.46,-11.22%
20170626,4,4,4.8,3.7,971025200,97102520,0.00%,0.36,9.89%
20170627,4.5,4.43,4.9,3.5,976115300,97611530,0.00%,0.43,10.75%
20170628,4.2,5.28,5.85,4.2,971675000,97167500,0.00%,0.85,19.19%
20170629,5.15,7.36,12.05,5.15,933102000,93310200,0.00%,2.08,39.39%
20170630,6.5,6.56,9.02,2.17,834530000,83453000,0.00%,-0.8,-10.87%
20170703,4.21,3.54,4.68,2.2,948159500,94815950,0.00%,-3.02,-46.04%
20170704,3.7,3.04,3.97,1.8,909718600,90971860,0.00%,-0.5,-14.12%
20170705,3.2,2.58,3.3,1,920280400,92028040,0.00%,-0.46,-15.13%
20170706,3,2.38,3.3,1.8,916729900,91672990,0.00%,-0.2,-7.75%
20170707,3,2.41,3.09,1.02,866418000,86641800,0.00%,0.03,1.26%
20170710,2.82,2.44,2.99,1.8,948889600,94888960,0.00%,0.03,1.24%
20170711,2.9,2.58,3.25,2.36,945232200,94523220,0.00%,0.14,5.74%
20170712,2.58,2.92,3.3,1.02,966166400,96616640,0.00%,0.34,13.18%
20170713,2.95,2.75,3.06,2.21,953295700,95329570,0.00%,-0.17,-5.82%
20170714,2.86,2.71,3.3,2.35,940803900,94080390,0.00%,-0.04,-1.45%
20170717,3,3.35,3.99,2.85,991584900,99158490,0.00%,0.64,23.62%
20170718,3.55,4.34,5,3,1011783100,101178310,0.00%,0.99,29.55%
20170719,4.5,4.7,5.8,3.21,998808500,99880850,0.00%,0.36,8.29%
20170720,4.5,4.34,5.5,4,984130700,98413070,0.00%,-0.36,-7.66%
20170721,4.2,4.62,6.49,3.95,932124400,93212440,0.00%,0.28,6.45%
20170724,4.4,4.76,5,4,1001061300,100106130,0.00%,0.14,3.03%
20170725,4.51,4.7,5,3,968552200,96855220,0.00%,-0.06,-1.26%
20170726,4.5,4.3,4.94,3,951993400,95199340,0.00%,-0.4,-8.51%
20170727,4.5,4.06,4.7,3.55,936864400,93686440,0.00%,-0.24,-5.58%
20170728,4.5,5.45,21.63,4.15,868777600,86877760,0.00%,1.39,34.24%
20170731,5,5.74,6.6,3.41,983805900,98380590,0.00%,0.29,5.32%
20170801,4.7,5.2,5.8,3.4,971409100,97140910,0.00%,-0.54,-9.41%
20170802,5.2,3.84,5.2,2.7,941630900,94163090,0.00%,-1.36,-26.15%
20170803,3.5,3.2,3.86,1.31,918907400,91890740,0.00%,-0.64,-16.67%
20170804,3.6,2.91,3.7,2.6,834821100,83482110,0.00%,-0.29,-9.06%
20170807,3.02,3,3.52,1,901920900,90192090,0.00%,0.09,3.09%
20170808,3.15,2.98,3.5,2.66,910787500,91078750,0.00%,-0.02,-0.67%
20170809,3,3.04,3.51,2.9,910531400,91053140,0.00%,0.06,2.01%
20170810,3.1,3.06,3.27,2.66,890944900,89094490,0.00%,0.02,0.66%
20170811,3.06,3.36,3.74,3,851068300,85106830,0.00%,0.3,9.80%
20170814,3.1,3.9,4.5,0.55,930004900,93000490,0.00%,0.54,16.07%
20170815,4,3.83,4.42,2.5,941080100,94108010,0.00%,-0.07,-1.79%
20170816,3.6,4.54,6.6,3.6,945658300,94565830,0.00%,0.71,18.54%
20170817,4.8,5.32,6.01,3.01,908236800,90823680,0.00%,0.78,17.18%
20170818,4.2,4.32,5,3.01,841758400,84175840,0.00%,-1,-18.80%
20170821,4,4.76,5.5,2.8,961421200,96142120,0.00%,0.44,10.19%
20170822,4.87,4.6,5.12,2.55,955126400,95512640,0.00%,-0.16,-3.36%
20170823,4.95,4.26,5,3.5,962945600,96294560,0.00%,-0.34,-7.39%
20170824,4.75,3.98,4.9,3.5,942422700,94242270,0.00%,-0.28,-6.57%
20170825,4.05,4.5,8,3.76,865059100,86505910,0.00%,0.52,13.07%
20170828,4,5.15,6.3,4,945154900,94515490,0.00%,0.65,14.44%
20170829,5,6.52,7.1,4,935200600,93520060,0.00%,1.37,26.60%
20170830,6.1,6.28,8.15,4.31,913214000,91321400,0.00%,-0.24,-3.68%
20170831,6.5,5.48,7,4.12,880875800,88087580,0.00%,-0.8,-12.74%
20170901,4.5,4.12,7,3.32,850922000,85092200,0.00%,-1.36,-24.82%
20170904,4.03,3.79,4.1,3.5,932274200,93227420,0.00%,-0.33,-8.01%
20170905,3.79,3.58,4,2.7,932971800,93297180,0.00%,-0.21,-5.54%
20170906,3.55,3.49,3.85,2.71,915948800,91594880,0.00%,-0.09,-2.51%
20170907,3.56,3.38,3.72,2.86,924674400,92467440,0.00%,-0.11,-3.15%
20170908,3.6,3.73,4.2,3.51,866311600,86631160,0.00%,0.35,10.36%
20170911,3.6,4.22,4.8,3.58,908999900,90899990,0.00%,0.49,13.14%
20170912,4.37,4.13,4.7,3.6,870055400,87005540,0.00%,-0.09,-2.13%
20170913,4.43,4.02,4.5,3.55,839824700,83982470,0.00%,-0.11,-2.66%
20170914,4.17,3.7,4.33,2.52,835059700,83505970,0.00%,-0.32,-7.96%
20170915,3.8,3.71,4.3,2.81,784656400,78465640,0.00%,0.01,0.27%
20170918,4,3.98,4.37,3.7,858602100,85860210,0.00%,0.27,7.28%
20170919,4.35,4.53,8.8,4.16,861628300,86162830,0.00%,0.55,13.82%
20170920,4.4,4.92,5.15,4.35,859592800,85959280,0.00%,0.39,8.61%
20170921,4.4,4.86,5.4,3.45,839122200,83912220,0.00%,-0.06,-1.22%
20170922,4.75,4.92,5.15,3.2,784520000,78452000,0.00%,0.06,1.23%
20170925,4.95,5.37,6,4.85,857950200,85795020,0.00%,0.45,9.15%
20170926,5.37,6.53,7.19,4,852592500,85259250,0.00%,1.16,21.60%
20170927,6.6,6.92,9,5.21,796992600,79699260,0.00%,0.39,5.97%
20170928,7.5,8.56,14.5,5.81,614242100,61424210,0.00%,1.64,23.70%
20170929,7.5,16.63,23.04,6.36,545951700,54595170,0.00%,8.07,94.28%
20171009,5,8.74,12,5,961308900,96130890,0.00%,-7.89,-47.44%
20171010,7.3,5.56,8.01,1.2,888949500,88894950,0.00%,-3.18,-36.38%
20171011,4,3.4,4.42,2.61,823105200,82310520,0.00%,-2.16,-38.85%
20171012,3.55,2.92,3.78,2.42,765781100,76578110,0.00%,-0.48,-14.12%
20171013,3,2.88,3.3,2.14,707121000,70712100,0.00%,-0.04,-1.37%
20171016,2.9,2.94,3.88,1.55,778474200,77847420,0.00%,0.06,2.08%
20171017,3.41,2.62,3.75,1.05,751397000,75139700,0.00%,-0.32,-10.88%
20171018,3,2.54,3.29,2.35,742412800,74241280,0.00%,-0.08,-3.05%
20171019,2.8,2.36,3,1.2,720263300,72026330,0.00%,-0.18,-7.09%
20171020,2.52,2.74,3.7,0.31,684257100,68425710,0.00%,0.38,16.10%
20171023,3.46,2.64,3.5,1.8,726995400,72699540,0.00%,-0.1,-3.65%
20171024,3,2.86,3.55,2.64,725450000,72545000,0.00%,0.22,8.33%
20171025,3,3.18,4,0,719311100,71931110,0.00%,0.32,11.19%
20171026,3.2,3.72,4.2,2.78,726128900,72612890,0.00%,0.54,16.98%
20171027,3.62,5.14,5.8,3.62,704307700,70430770,0.00%,1.42,38.17%
20171030,5.05,6.8,8.06,3.23,785866400,78586640,0.00%,1.66,32.30%
20171031,8.3,6.74,10.66,2.75,788272100,78827210,0.00%,-0.06,-0.88%
20171101,3.9,4.08,7,3.7,792373900,79237390,0.00%,-2.66,-39.47%
20171102,3.55,3.06,3.79,2.3,782482300,78248230,0.00%,-1.02,-25.00%
20171103,3.15,2.96,3.6,2.21,743140200,74314020,0.00%,-0.1,-3.27%
20171106,3,2.9,3.2,2.24,790083100,79008310,0.00%,-0.06,-2.03%
20171107,3.18,2.86,3.29,2.18,772528200,77252820,0.00%,-0.04,-1.38%
20171108,3.01,2.93,3.06,2.51,753363600,75336360,0.00%,0.07,2.45%
20171109,3.05,3.08,3.54,2.02,746895400,74689540,0.00%,0.15,5.12%
20171110,3.19,3.82,4.8,3.16,700802000,70080200,0.00%,0.74,24.03%
20171113,3.5,4.06,4.65,2.67,750066600,75006660,0.00%,0.24,6.28%
20171114,4.55,3.84,5,2.5,761849400,76184940,0.00%,-0.22,-5.42%
20171115,4.2,3.79,4.52,3.4,752580600,75258060,0.00%,-0.05,-1.30%
20171116,3.9,3.28,4.07,2.7,776085300,77608530,0.00%,-0.51,-13.46%
20171117,3.28,3.68,4.7,3.2,744244500,74424450,0.00%,0.4,12.20%
20171120,3.65,3.86,4.08,2.9,805074100,80507410,0.00%,0.18,4.89%
20171121,3.94,3.88,4.2,3.31,807992400,80799240,0.00%,0.02,0.52%
20171122,4.6,4.91,6,3.7,810794200,81079420,0.00%,1.03,26.55%
20171123,4.5,4.48,5.19,2.91,817763600,81776360,0.00%,-0.43,-8.76%
20171124,4.72,4.08,4.91,2.5,774418400,77441840,0.00%,-0.4,-8.93%
20171127,3.93,3.98,4.56,2.6,811277300,81127730,0.00%,-0.1,-2.45%
20171128,4.27,3.68,4.5,2.8,806894200,80689420,0.00%,-0.3,-7.54%
20171129,4.11,4.18,4.7,3.6,806005600,80600560,0.00%,0.5,13.59%
20171130,4.61,3.8,4.86,2.6,801274200,80127420,0.00%,-0.38,-9.09%
20171201,3.53,3.52,4,3.3,804761500,80476150,0.00%,-0.28,-7.37%
20171204,3.53,3.25,3.66,3.01,838080900,83808090,0.00%,-0.27,-7.67%
20171205,3.43,3.08,3.5,1.77,825866600,82586660,0.00%,-0.17,-5.23%
20171206,3.21,3.06,3.3,2.6,802463100,80246310,0.00%,-0.02,-0.65%
20171207,3.17,3.03,3.3,2.7,784370600,78437060,0.00%,-0.03,-0.98%
20171208,3.16,3.18,3.4,2.8,757263500,75726350,0.00%,0.15,4.95%
20171211,3.3,3.64,4.12,3,818173100,81817310,0.00%,0.46,14.47%
20171212,4.03,3.71,4.16,3.3,795516000,79551600,0.00%,0.07,1.92%
20171213,3.88,3.72,4.2,2.9,803539100,80353910,0.00%,0.01,0.27%
20171214,4.01,3.68,4.05,2.5,793934300,79393430,0.00%,-0.04,-1.08%
20171215,3.55,4.04,7,3.55,761470900,76147090,0.00%,0.36,9.78%
20171218,4.03,4.42,5.3,3.3,814439900,81443990,0.00%,0.38,9.41%
20171219,4.5,4.74,5.3,2.7,794550000,79455000,0.00%,0.32,7.24%
20171220,4.97,3.86,5.51,0.78,770238000,77023800,0.00%,-0.88,-18.57%
20171221,4.25,2.59,4.95,1.72,734647900,73464790,0.00%,-1.27,-32.90%
20171222,3.35,3.65,5.2,2.55,709804800,70980480,0.00%,1.06,40.93%
20171225,3.93,4.49,5.99,3.7,771765300,77176530,0.00%,0.84,23.01%
20171226,4.23,8.36,15.55,4.23,780689800,78068980,0.00%,3.87,86.19%
20171227,8.8,12.57,17,2,765294200,76529420,0.00%,4.21,50.36%
20171228,13,17.7,24,13,703348000,70334800,0.00%,5.13,40.81%
20171229,17.7,14.53,20.2,3,643343500,64334350,0.00%,-3.17,-17.91%
20180102,3.9,6.01,10.1,3.9,828761600,82876160,0.00%,-8.52,-58.64%
20180103,4.5,4.09,5.21,1.82,822838500,82283850,0.00%,-1.92,-31.95%
20180104,3.79,2.52,4.05,1.11,770395200,77039520,0.00%,-1.57,-38.39%
20180105,3,2.54,3.42,1.93,739460900,73946090,0.00%,0.02,0.79%
20180108,3.27,2.36,3.42,1.85,750148000,75014800,0.00%,-0.18,-7.09%
20180109,2.6,2.39,3,2.08,740604200,74060420,0.00%,0.03,1.27%
20180110,2.77,2.38,3,1.5,744534200,74453420,0.00%,-0.01,-0.42%
20180111,3,2.38,3.1,1.83,745095900,74509590,0.00%,0,0.00%
20180112,3,2.92,3.2,2.2,719838700,71983870,0.00%,0.54,22.69%
20180115,3,3.25,3.46,2.9,750892500,75089250,0.00%,0.33,11.30%
20180116,3.43,3.46,3.62,3.25,746156500,74615650,0.00%,0.21,6.46%
20180117,3.86,4.03,4.41,2.9,771656700,77165670,0.00%,0.57,16.47%
20180118,4.37,4,4.44,3.62,769838100,76983810,0.00%,-0.03,-0.74%
20180119,4.57,3.85,4.75,3.5,763314200,76331420,0.00%,-0.15,-3.75%
20180122,3.84,3.68,4,3.15,798997200,79899720,0.00%,-0.17,-4.42%
20180123,3.79,3.48,3.88,2.62,802014400,80201440,0.00%,-0.2,-5.43%
20180124,3.55,3.22,3.65,2.75,810712900,81071290,0.00%,-0.26,-7.47%
20180125,3.5,2.96,3.52,2.66,770093900,77009390,0.00%,-0.26,-8.07%
20180126,3.4,2.9,3.4,1.23,741832700,74183270,0.00%,-0.06,-2.03%
20180129,3.6,2.9,3.7,1.52,798475400,79847540,0.00%,0,0.00%
